Wall time,Step,Value
1557162053.491503,0,2.7389752864837646
1557162809.78076,1,1.507957935333252
1557163562.238581,2,1.0462193489074707
1557164317.12752,3,0.8289205431938171
1557165080.648739,4,0.6593132615089417
1557166182.456655,5,0.597970187664032
1557167519.94493,6,0.4878690838813782
1557168659.898438,7,0.4461422860622406
1557169414.764286,8,0.4017254710197449
1557170604.946157,9,0.3282088339328766
1557171948.395075,10,0.411298006772995
1557172889.029354,11,0.3935408890247345
1557173646.667547,12,0.25283509492874146
1557174401.514761,13,0.3909899592399597
1557175157.405969,14,0.39687561988830566
1557175915.398539,15,0.3129098117351532
1557176901.418733,16,0.34210625290870667
1557178235.583945,17,0.18864411115646362
1557179388.312095,18,0.29373347759246826
1557180145.587481,19,0.26141875982284546
1557180902.992556,20,0.22563587129116058
1557181659.22412,21,0.3642643094062805
1557182416.251838,22,0.40671849250793457
1557183171.895565,23,0.16857315599918365
1557183930.067005,24,0.08923454582691193
1557184684.78017,25,0.08007730543613434
1557185441.036732,26,0.16983123123645782
1557186196.533899,27,0.19488480687141418
1557186954.929608,28,0.1361139863729477
1557187712.822355,29,0.18129444122314453
1557188467.678479,30,0.5857459306716919
1557189224.797314,31,0.22086559236049652
1557189982.172854,32,0.07595261186361313
1557191013.875204,33,0.06069467216730118
1557192347.119821,34,0.0704943910241127
1557193687.351901,35,0.05748158320784569
1557195002.892762,36,0.04646584391593933
1557196345.312811,37,0.0374082587659359
1557197684.55767,38,0.03222097083926201
1557199023.730895,39,0.02874985709786415
1557200370.090747,40,0.0252850279211998
1557201714.124772,41,0.022462237626314163
1557203054.898972,42,0.020433563739061356
