Wall time,Step,Value
1557205589.855763,0,2.736525774002075
1557207289.727157,1,1.7312527894973755
1557208627.481041,2,1.3105133771896362
1557209564.160114,3,1.0146559476852417
1557210500.761708,4,0.863461971282959
1557211438.944741,5,0.6124741435050964
1557212373.599731,6,0.5764352083206177
1557213308.322058,7,0.44446343183517456
1557214242.553251,8,0.42522770166397095
1557215179.955622,9,0.38642802834510803
1557216118.577322,10,0.3741180896759033
1557217054.96125,11,0.4874708950519562
1557217991.400285,12,0.3555682599544525
1557218927.055973,13,0.336165189743042
1557219861.344353,14,0.24678340554237366
1557220796.890713,15,0.40117231011390686
1557221736.163004,16,0.39395055174827576
1557222674.051774,17,0.30670925974845886
1557223608.797014,18,0.3702675402164459
1557224547.41025,19,0.18294624984264374
1557225481.544667,20,0.3667253851890564
1557226418.501684,21,0.3077722489833832
1557227354.8816,22,0.31018945574760437
1557228292.822753,23,0.22556941211223602
1557229231.386317,24,0.1507568061351776
1557230166.374008,25,0.19556644558906555
1557231103.126304,26,0.08170051127672195
1557232039.239633,27,0.15883073210716248
1557232974.990671,28,0.23799119889736176
1557233913.756714,29,0.22373919188976288
1557234850.12225,30,0.24236586689949036
1557235786.809903,31,0.20552781224250793
1557236724.319817,32,0.060378823429346085
1557237659.150981,33,0.039084453135728836
1557238619.609602,34,0.03947115316987038
1557239563.890904,35,0.19808338582515717
1557240521.352966,36,0.15482410788536072
1557241651.908839,37,0.2744300663471222
1557243284.201153,38,0.08797195553779602
1557244681.169487,39,0.21330198645591736
1557245692.905026,40,0.05258047580718994
1557247209.099468,41,0.03397628664970398
1557249056.603473,42,0.02753697708249092
1557250425.841042,43,0.023343661800026894
