Wall time,Step,Value
1557162124.092504,0,2.7325170040130615
1557162793.505656,1,1.5458228588104248
1557163461.656678,2,1.0876164436340332
1557164130.73743,3,0.8431054353713989
1557164801.907345,4,0.65677809715271
1557165581.092663,5,0.5741848945617676
1557166718.843813,6,0.4451700448989868
1557167887.798071,7,0.3729493021965027
1557168777.082885,8,0.4220176339149475
1557169447.575522,9,0.36087945103645325
1557170493.63686,10,0.2692696452140808
1557171660.76908,11,0.30174294114112854
1557172636.081269,12,0.3801305294036865
1557173305.96339,13,0.3715612292289734
1557173976.485634,14,0.3499864935874939
1557174644.470452,15,0.24198296666145325
1557175313.003695,16,0.14246056973934174
1557175981.849254,17,0.35523587465286255
1557176858.177635,18,0.2933632731437683
1557178025.126808,19,0.15904772281646729
1557179174.064941,20,0.13414759933948517
1557179844.566136,21,0.16716249287128448
1557180514.20606,22,0.5244357585906982
1557181183.181061,23,0.3061947524547577
1557181852.834252,24,0.3212619125843048
1557182521.64986,25,0.18542200326919556
1557183193.659924,26,0.09370637685060501
1557183863.535869,27,0.060008347034454346
1557184532.2779,28,0.039184119552373886
1557185204.898445,29,0.21987125277519226
1557185875.06879,30,0.2978377640247345
1557186545.146914,31,0.13318884372711182
1557187216.033416,32,0.3799034059047699
1557187884.708256,33,0.1792072355747223
1557188556.547829,34,0.1542733758687973
1557189231.210504,35,0.058298345655202866
1557189903.533026,36,0.04005057364702225
1557190725.01593,37,0.031901996582746506
1557191897.336454,38,0.026977986097335815
1557193064.228639,39,0.022684592753648758
1557194240.557699,40,0.021214285865426064
1557195385.562935,41,0.017687514424324036
1557196558.006478,42,0.015889428555965424
1557197734.335038,43,0.013970067724585533
1557198907.685436,44,0.01287129893898964
1557200087.939436,45,0.01124585885554552
1557201257.060962,46,0.010896923020482063
1557202428.478905,47,0.009548847563564777
1557203603.108114,48,0.00847819447517395
